title,company,location,site,job_url,description,search_keyword,date_posted
HORECA Senior Sales Manager (28519) làm việc tại Hồ Chí Minh,Công Ty TNHH Reeracoen Việt Nam,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=1ce25841dbd3bdc6,"**Mô tả công việc:**


(Mức lương: 60 \- 70 triệu VNĐ)* Understand the sales mix for HORECA and Distributors, develop the optimal distributor policy for JVL, and implement it.
* Expand sales network, especially for strategic development of HORECA \& Distributor channels per product mix, area, pricing scheme, and so on to reach the company’s yearly business plan.
* Deliver sales target, drive sales activity, executing to distributor policy
* Management of the HORECA Sales Team Support marketing activity, to enhance brand awareness and equity.
* Work together to maintain the product to the appropriate quality and specification

  

【Main responsibilities】  

1\. Sales Strategy management:  

* Develop and execute the Horeca sales strategy
* Develop the optimal distributor policy in JVL and implement
* Support BOD to develop/manage pricing strategy to deliver the business objective


2\. Excellence in Execution  

* Execute strategic sales activities
* Deliver sales volume, revenue, profit, and market share targets.
* Analyze and review the results of sales activities
* Identify areas for improvement and consider countermeasures.
* Implement the measures and re\-evaluate the results.

3\. Customer management:  

* Identify new business opportunities and expand the customer base for the company by market research and networking activity
* Support and educate sales members to connect with customers
* Build a strong relationship with strategic customers, at the top\-to\-top level.
* Work with the Marketing team to develop the right activities, such as promotions, events, and co\-branding activities, to deliver the sales target.
* Lead the team to handle customer’s issue: Contract, credit, PO, Delivery, AR, complaint…
* Update and report to the BOD on market information.


4\. Team Leadership  

* Lead, coach, recruit, and develop the Horeca team to achieve business objectives.
* Build a high\-performance culture with strong ownership and accountability.
* Drive collaboration across MKT, SCM, Production, and other functions.


5\. Continuous Improvement  

* Proactively identify opportunities to improve business performance, processes, and ways of working.
* Execute proper internal procedure, policy.
* Other assignments required by the line manager.

**Chức vụ:** Giám Đốc Và Cấp Cao Hơn

**Hình thức làm việc:** Toàn thời gian

**Quyền lợi được hưởng:**


Mức lương: 60,000,000 VND \- 70,000,000 VND


* Annual Leave (12 days/Year)
* Salary Review
* Social Insurance
* Meal allowance

**Yêu cầu bằng cấp (tối thiểu):** Đại Học

**Yêu cầu công việc:**

* Graduated from the University
* At least 3\-5 years of experience in the Horeca Manager section (any Industry is ok)
* Communication in English (Upper Intermediate Level)
* Good Health; Self\-transportation
* Willing to go on business trips when required.
* Basic knowledge of the food market
* Proficiency in Microsoft Excel, Word, and PowerPoint
* Understanding and relationship with overseas meat suppliers, such as JBS, Cargil, Ausfine…or even working experience at those companies.

**Yêu cầu giới tính:** Nam/Nữ

**Ngành nghề:** Bán Hàng Doanh Nghiệp \- B2B,Khách Sạn,Nhà Hàng \- F\&B,Phát Triển Kinh Doanh


  

Đại Học
  

Không yêu cầu",IT Support,2026-08-06
Sales Team Leader,,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=88d29e1913499c4e,"**JOB DESCRIPTION** 

* Build up, train, and manage a sales team, scales of 5\-8 members;
* Assist Sales Manager in developing sales strategy and plans to achieve agreed targets, effectively search for leads/prospects, penetrate new markets (Singapore, Malaysia, Thailand, Hongkong, New Zealand, Netherlands, UK, US, Australia…)
* Advise and support team members to prepare and deliver client/customer presentations, proposals, and price lists;
* Generate and manage sales pipeline to ensure to reach the team’s KPI;
* Reporting (content and format as agreed) on a monthly basis to the Sales Manager;
* Review and upgrade internal sales process compliance;
* Develop a thorough understanding of products and services; develope new business with existing clients and/or identify areas of improvement to meet sales quotas;
* Combine with clients and internal departments to close deals and implement projects.
* Work Location: Ha Noi, Ho Chi Minh, Japan, Singapore, Korea, Malaysia.

**REQUIREMENTS**

* 4\+\+ years of experience in Sales; which 2 years in management positions (candidates without leadership experience but strong IT sales skills are considerable);
* IT background is an advantage;
* Fluent in verbal and written English (IELTS 7\.0\+\+)/ Korean/ Japanese (N1\)
* Strong communication and interpersonal skills to communicate effectively with internal and external people;
* Ability to work effectively under high pressure \& with cross\-functional teams, good problem\-solving.

**BENEFITS**

* Attractive income: Basic Salary \+ Incentive (according to actual revenue of the team and individual)

Job Type: Full\-time

Work Location: In person",IT Support,2026-08-06
QC Engineer (Junior/Middle),CyberLogitec Vietnam,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=53d4c3feffbcd1ea,"Work location
Ho Chi Minh
Level
Junior, Middle
Expiration date
30 Sep,2026
  
JOB DESCRIPTION
* Ensure product quality throughout the SDLC by validating functionality, stability, reliability, and overall user experience.
* Design, maintain, and execute test plans, test cases, and exploratory testing to ensure comprehensive test coverage.
* Support release cycles by performing regression testing, release verification, and ensuring features meet quality standards before production deployment.
* Collaborate closely with Engineers, Product Owners, and Business Analysts to clarify requirements, identify risks early, and improve feature quality.
* Investigate defects, perform root cause analysis, and contribute to preventive actions that reduce recurring quality issues.
* Participate in product discussions and provide feedback to improve feature design and user experience.
* Partner with Customer Support to validate user\-reported issues and contribute to improving overall user satisfaction.
YOUR SKILLS AND EXPERIENCE
* 4\+ years of experience in QC/QA for web applications, with solid manual testing experience and basic exposure to automation testing.
* Solid understanding of SDLC and testing fundamentals.
* Familiarity with automation testing frameworks (Playwright is a plus).
* Basic SQL knowledge for validating backend data.
* Basic understanding of API testing using Postman or similar tools.
* Familiarity with version control systems (e.g., GitHub) and CI/CD pipelines (e.g., GitHub Actions).
* Strong analytical thinking, problem\-solving skills, and attention to detail.
* Proactive mindset with a sense of ownership and willingness to learn, ask questions, and improve product quality.
* English: Ability to understand technical documentation and write detailed test cases.
WHY YOU'LL LOVE WORKING HERE
* Well\-trained and dedicated to being able to catch the pace smoothly
* Basic salary: It will be based on the ability of the candidate and the general salary framework set by the company.
* Salary review based on performance every 6 months if your basic salary is less than 30,000,000 VND. If your basic salary is from 30,000,000 VND, it will be reviewed every year
* 13th\-month salary and bonus for holidays
* Team building once a month
* Company trip: 1 time/year
* Full social benefits in accordance with the company and the law of Vietnam
* Professional environment and clear procedures.
* Great opportunity to improve English
* Opportunity to learn Logistics and professional management system of project development process
(Please be noted that only selected candidates will be contacted via phone)",IT Support,2026-08-06
IT Solution Sales (Korean speaking),CyberLogitec Vietnam,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=b153d207a96e69f1,"Work location
Ho Chi Minh
Level
Junior, Middle
Expiration date
30 Sep,2026
  
OVERVIEW
We are seeking a motivated **Korean\-Speaking Sales Executive** (Junior or Mid\-Level) to join our team. This is a pure sales position focused on business development and customer relationship management. The role does not include administrative or sales support responsibilities.


JOB DESCRIPTION
* Develop and maintain relationships with Korean\-speaking clients and business partners.
* Identify new business opportunities and generate sales leads.
* Conduct customer meetings, presentations, and business discussions.
* Understand customer requirements and propose appropriate solutions.
* Coordinate with internal teams to ensure successful project execution and customer satisfaction.
* Prepare sales reports and update business development activities.
* Achieve assigned sales targets and contribute to company growth.
YOUR SKILLS AND EXPERIENCE
* **Korean language** proficiency is mandatory (fluent in speaking, listening, reading, and writing).
* Junior or Mid\-Level sales experience preferred.
* Strong communication, negotiation, and interpersonal skills.
* Ability to build and maintain long\-term customer relationships.
* Self\-motivated, proactive, and results\-oriented.
* Willingness to travel for customer meetings and business activities outside Ho Chi Minh City, including Binh Duong, Long An, and nearby provinces.
* Experience working with Korean clients or in a Korean business environment.
* Background in B2B sales or business development is an advantage.
WHY YOU'LL LOVE WORKING HERE
* Well\-trained and dedicated to being able to catch the pace smoothly
* Basic salary: It will be based on the ability of the candidate and the general salary framework set by the company.
* Salary review based on performance every 6 months if your basic salary is less than 30,000,000 VND. If your basic salary is from 30,000,000 VND, it will be reviewed every year
* 13th\-month salary and bonus for holidays
* Team building once a month
* Company trip: 1 time/year
* Full social benefits in accordance with the company and the law of Vietnam
* Professional environment and clear procedures.
* Great opportunity to improve English
* Opportunity to learn Logistics and professional management system of project development process
(Please be noted that only selected candidates will be contacted via phone)",IT Support,2026-08-06
System Security Engineer (Senior),CyberLogitec Vietnam,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=cd63a52a4e3a9770,"Work location
Ho Chi Minh
Level
Middle, Senior
Expiration date
30 Sep,2026
  
JOB DESCRIPTION
**Identity \& Access Management (IAM)**


* + Monitor and investigate credential exposure involving corporate accounts (Google Workspace, Microsoft 365, VPN, Slack, etc.).
	+ Administer Identity and Access Management (IAM) based on the Principle of Least Privilege.
	+ Ensure timely provisioning and deprovisioning of user accounts, especially during employee onboarding and offboarding.

**Enterprise Security Operations**


* + Deploy and maintain enterprise endpoint protection solutions (EDR/Antivirus).
	+ Implement and administer enterprise password management platforms (1Password, Bitwarden Enterprise, etc.).
	+ Configure and maintain Firewalls, VPN, Wi\-Fi security, and network segmentation (VLAN).

**Security Monitoring \& Incident Response**


* + Analyze security logs from cloud platforms, servers, and network infrastructure to detect suspicious activities and unauthorized access.
	+ Participate in incident response activities involving phishing, ransomware, malware, or internal data leakage.
	+ Support incident recovery and post\-incident remediation.

**Security Awareness \& Compliance**


* Deliver security awareness training for employees.
* Collaborate with Security Compliance teams to implement and monitor internal security policies and regulatory requirements.
YOUR SKILLS AND EXPERIENCE
**Core Qualifications (Must\-Have)**


* + **Experience:** 4\+ years of experience in Information Security, IT Security, or System Administration.
	+ **Identity \& Access Management:** Hands\-on experience managing IAM, Active Directory, Google Workspace, Microsoft 365, or similar enterprise identity platforms.
	+ **Endpoint \& Infrastructure Security:** Experience deploying and administering endpoint protection (EDR/Antivirus), firewalls, VPNs, and enterprise network security solutions.
	+ **Security Operations:** Experience monitoring security events, investigating security incidents, and performing incident response activities.
	+ **Security Fundamentals:** Solid understanding of network security, access control, authentication, vulnerability management, and security best practices.

**Preferred Qualifications (Nice\-to\-Have)**


* + Security certifications such as **Security\+, CEH, CISSP**, or equivalent.
	+ Experience with SIEM platforms (Microsoft Sentinel, Splunk, QRadar, etc.).
	+ Familiarity with cloud security (Microsoft Azure, AWS, or Google Cloud).
	+ Knowledge of security frameworks such as **ISO 27001, CIS Controls, or NIST Cybersecurity Framework**.

**Soft Skills**


* + Strong analytical and problem\-solving skills with a proactive security mindset.
	+ Good communication skills and ability to collaborate with cross\-functional teams.
	+ Ability to prioritize and respond effectively during security incidents.
WHY YOU'LL LOVE WORKING HERE
* Well\-trained and dedicated to being able to catch the pace smoothly
* Basic salary: It will be based on the ability of the candidate and the general salary framework set by the company.
* Salary review based on performance every 6 months if your basic salary is less than 30,000,000 VND. If your basic salary is from 30,000,000 VND, it will be reviewed every year
* 13th\-month salary and bonus for holidays
* Team building once a month
* Company trip: 1 time/year
* Full social benefits in accordance with the company and the law of Vietnam
* Professional environment and clear procedures.
* Great opportunity to improve English
* Opportunity to learn Logistics and professional management system of project development process
(Please be noted that only selected candidates will be contacted via phone)",IT Support,2026-08-06
KFC - Sr. QA Engineer,"YUM! Brands, Inc.","Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=d4b6c489a2754a19,"#### **About Yum! Brands \& Our Digital Commerce Vision:**


Yum! Brands, Inc. is the world's largest restaurant company by system units, with over 56,000 restaurants in over 155 countries, home to iconic brands like KFC, Taco Bell, and The Habit Burger Grill. Our relentless pursuit of digital excellence is transforming the QSR industry.


Our proprietary ""Byte by Yum! Commerce Platform"" is the sophisticated e\-commerce engine driving this transformation. It encompasses all digital ordering channels – from our brand\-specific mobile apps and websites to in\-restaurant kiosks and emerging digital touchpoints. This platform is meticulously crafted to deliver seamless, personalized, and efficient ordering experiences for millions of customers globally.


##### **Job Opportunity:**


We are seeking an experienced Senior Quality Assurance Engineer II to own and drive the testing strategy and quality practices for the Byte by Yum! Commerce Platform. In this role, you will lead the testing discipline across globally distributed engineering teams and ensure our e\-commerce platform consistently delivers reliable, scalable, and high\-quality digital experiences to millions of customers worldwide.


As the Senior Quality Assurance Engineer, you will define and implement the overall quality and testing strategy, guide the automation approach, and establish engineering best practices across web and mobile platforms. You will partner closely with engineering, product, and DevOps teams to embed quality throughout the software development lifecycle and enable fast, confident releases in a high\-transaction environment.


This role requires deep technical expertise in modern testing frameworks, strong leadership in automation strategy, and experience operating within complex, large\-scale e\-commerce platforms. Experienced working with Maestro is a big plus

  

  

* Define and drive the overall testing strategy and quality standards for the platform.
* Build and maintain scalable, maintainable automation frameworks across web and mobile applications
* Perform hands\-on manual and exploratory testing for new features, edge cases, and pre\-release sign\-off, particularly in scenarios where automation isn't practical or mature yet
* Establish best practices for functional, integration, end\-to\-end, and performance testing.
* Establish quality standards, testing guidelines, and best practices across engineering teams.
* Collaborate with engineering, product, and DevOps teams to embed quality into the CI/CD pipeline and development lifecycle.
* Oversee test planning, execution, and reporting to ensure high levels of release confidence and platform reliability.
* Continuously evaluate and improve testing tools, frameworks, and processes to support platform growth and scalability.
* Lead defect management processes, ensuring issues are properly prioritized, tracked, and resolved.
  

  

##### **Requirements:**


* Bachelor's degree in computer science, or related technical field.
* 10\+ years of experience in software quality assurance, with at least 3 years in a senior test role supporting large\-scale e\-commerce or high\-volume consumer platforms.
* Proven experience leading testing strategies and quality initiatives in complex software platforms.
* Strong hands\-on experience with at least one of test automation frameworks (e.g., Maestro ,Playwright, Cypress, Selenium, Appium).
* Ability to collaborate effectively across engineering, product, and DevOps teams.
* Strong leadership, communication, and problem\-solving skills in fast\-paced, agile environments.
* Strong problem\-solving skills and a passion for delivering high\-quality software.
* Ability to collaborate effectively across distributed global teams.
* Strong spoken and written English for international collaboration.
* Adaptable and comfortable with change — able to adjust testing priorities, tools, and approach quickly as product direction, requirements, or tech stack evolve

##### **Nice to Have:**


* Experience with Maestro for mobile UI automation (preferred).
* Experience working with large\-scale, high\-transaction e\-commerce systems.
* ISTQB or other relevant QA certifications.
* Knowledge of performance or load testing tools.

##### **WHAT WE OFFER**


* 100% salary during the probation period.
* 18 days of annual leave per year.
* Five “Recharge Days” – extra days in addition to company holidays.
* One day of paid leave for your birthday.
* 2 days WFH/ week.
* Half\-day Fridays.
* Full salary insurance.
* 13th\-month bonus.
* Advanced health insurance (Generali).
* Regular team and engagement activities.
* LinkedIn learning and training courses, based on company policy.
* MacBook and monitors

  

**Location:**Waseco building, 10 Pho Quang, Tan Son Hoa ward, Ho Chi Minh city, Vietnam.",IT Support,2026-08-06
Technical & Design Promotion Specialist,ABB,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=15bc127bc71d0559,"At **ABB**, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world.

**This position reports to:**


EL Technical \& Design Promotion Manager
\_\_

**Your role and responsibilities**  

  

In this role, you will have the opportunity to plan and implement proactive promotional activities for the assigned target audience to create market demand and need for specific features or products. Each day, you will identify and develop sales opportunities by introducing, presenting, and educating the target audience about ABB products and tools. You will also showcase your expertise by building long\-term customer relationships.  

  

The work model for the role is: \#LI\-Hybrid

* Implementing proactive promotional activities, including technical presentations, demonstrations, seminars, educational material, and technical development of projects and solutions for the customer target group.
* Creating plans for target audience visits and conducting regular status reviews, including analyzing and deriving the insights and output of the visits.
* Establishing and maintaining effective long\-term relationships with target group customers to understand their needs and to ensure they are well\-informed of the ABB product, systems, services offering, features, and benefits.
* Ensuring efficient marketing activities and strong value proposition to customers by using effective promotional techniques.
 **Qualifications for the role**

* Bachelor's degree in Electrical Engineering or equivalent technical discipline.
* Minimum 5 years of experience in sales, business development, or technical promotion roles within the market.
* Strong background in account management and customer development, with a proven ability to build and sustain long\-term customer and partner relationships.
* Solid foundation in electrical engineering with a well\-established network within the building, residential, or smart power segment.
* Good communication and interpersonal skills, with the ability to influence and engage stakeholders at all levels, both internally and externally.
* Self\-motivated and results\-driven professional with a customer\-centric mindset and strong technical presentation capabilities.
 **What's in it for you?**  



We empower you to take initiative, challenge ideas, and lead with confidence. You’ll grow through meaningful work, continuous learning, and support that’s tailored to your goals. Every idea you share and every action you take contributes to something bigger.

**More about us**

  

ABB Smart Buildings enables optimization of energy efficiency, safety, security and comfort for any building type, through new installations or retrofit solutions. The Division offers integrated digital technologies to control HVAC, lighting, shutters, and security, in addition to energy distribution solutions including DIN rail products, enclosures and emergency lighting through to industrial plugs and sockets and conventional wiring accessories, accommodating for single family homes, multiple dwellings, commercial buildings, infrastructure and industrial applications. The Division’s highly innovative technologies and digital solutions serve rising global demand among real estate developers, owners, and investors for smart building technologies that optimize energy distribution and building automation. The scalable solutions aim to deliver significant sustainable and financial benefits, meeting social and environmental demands, while being able to address even the most complex of customers’ carbon reduction strategies.


Building a cleaner, smarter future takes all kinds of minds: the curious, the courageous, and the creative. That's why we welcome people from all backgrounds and experiences.




Ready to make an impact?


Apply today or visit **https://www.abb.com** to learn more about the impact of our solutions across the globe.",IT Support,2026-08-06
Senior Business Analyst,Darwinbox,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=cfc3608ec7a2d0e9,"Job Description
About Us: Noventiq (Noventiq Holdings PLC) is a premier global provider of cutting\-edge digital transformation and cybersecurity solutions, headquartered in London. We empower businesses to thrive in the digital age, connecting them with top\-tier IT vendors and delivering our own innovative services and proprietary solutions.


Why Noventiq? Our success is driven by a robust three\-dimensional strategy focused on expanding our market presence, diversifying our product portfolio, and enhancing our sales channels. Through strategic M\&A activities, we are poised to capitalize on industry consolidation and achieve unprecedented growth. With a dynamic team of approximately 6,400 employees operating in around 60 countries, we have a significant footprint in regions with immense growth potential, including Latin America, EMEA, APAC, and a notable presence in India.


Your Opportunity: Join a globally recognized organization, celebrated with multiple ""Great Place to Work"" awards. At Noventiq, your ideas matter. We foster an environment where innovation thrives and collaboration is a cornerstone. Be a part of our journey to drive digital transformation worldwide.


Ready to Make an Impact? If you're passionate about shaping the future of digital transformation and cybersecurity, we want you on our team. Join us and be a part of a global organization where your contributions are valued and your potential is limitless. Join us today!

  

  

Now we’re looking for **Senior Business Analyst** to bring your talent to Noventiq Vietnam. You’ll be a part of our Services Delivery Team.

  

  

**What You’ll Do:**

  

  

**Requirement \& Analysis**


* Run discovery sessions with stakeholders to identify pain points and opportunities
* Write clear SRS / BRD suitable for both business and development teams
* Create prototypes, mockups, and wireframes to validate with customers before build

**Delivery Support**


* Validate design and technical feasibility with development team
* Prepare test scenarios, coordinate UAT, manage defect resolution
* Support go\-live and hypercare — troubleshoot issues, coach end\-users

**Stakeholder Management**


* Single point of contact on business matters for assigned customers
* Manage change requests — evaluate impact, prioritize, communicate trade\-offs

**Documentation \& Training**


* Prepare end\-user training materials and user guides
* Contribute reusable templates and playbooks to the BA practice
  

  

**About You:**


**Must\-have**


* 5\+ years BA experience in IT / software delivery
* 3\+ enterprise projects with large corporate customers (1000\+ employees)
* Proven SRS / BRD writing at production quality
* Microsoft ecosystem exposure: M365, SharePoint, Teams, or Power Platform
* Excellent Vietnamese; strong technical English
  

  

**What We Offer:**


* Working time: Mon\-Fri, 9am\-6pm; flexible working time
* Attractive Bonus, \& Allowances for mobile, transportation, parking
* Premium Healthcare insurance
* External and Internal Training Opportunities \& English class are sponsored by company
* Birthday paid day\-off \& Birthday gift
* Recognition program, Referral program
* Working device provided or reimbursement on personal device
* Other activities: annual company trip, year\-end dinner, exciting engagement events, Coaching opportunities, etc.
* Annual Salary Review \& Promotion
  

  

**Don’t forget to include your CV with a photo and cover letter. We receive a lot of applications, and we try to notice each of our potential candidates.**",IT Support,2026-08-05
"Graduate Hires, Performance Improvement",Alvarez & Marsal,"Thủ Đức, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=ce0e63bd0c600b4e,"**Description**


**About Alvarez \& Marsal**  

  

Alvarez \& Marsal (A\&M) is a global consulting firm with over 10,000 entrepreneurial, action and results\-oriented professionals in over 40 countries. We take a hands\-on approach to solving our clients' problems and assisting them in reaching their potential. Our culture celebrates independent thinkers and doers who positively impact our clients and shape our industry. The collaborative environment and engaging work—guided by A\&M's core values of Integrity, Quality, Objectivity, Fun, Personal Reward, and Inclusive Diversity—are why our people love working at A\&M.

**The Team**  

  

The Performance Improvement Practice works with Private Equity and Corporate clients all over the world. We offer end\-to\-end services throughout the investment life cycle by furnishing transaction advisory, performance improvement, turnaround, interim and crisis management. Our areas of expertise include pre\-M\&A due diligence, merger integration, post\-M\&A growth strategy, corporate finance advisory, organizational and cost transformation, supply chain and manufacturing operational improvement, interim and crisis management, and CFO finance leadership. We differentiate ourselves by the result\-driven approach, the hands\-on mindset, and the ability to provide leadership amidst complex situations.  

  

A\&M is rapidly expanding in Southeast Asia and seeking graduate hires who will be responsible for research, analytical / problem solving, modeling, and report / presentation preparation, to support various engagements of complex and high\-profile situations. He/she is required to deliver rapid results with focus on bottom\-line improvement.  

  

**How You Will Contribute**

* Conduct research and gather from all sources of information
* Use gathered information and expertise to formulate strategic plans for our clients
* Cooperate with the team leader to understand different stakeholders’ perspective
* Organize and prioritize tasks on hand to meet deadlines.
* Analyze \& present statistical \& market data, and perform financial analysis

**Qualifications**

* Bachelor’s or Master’s degree (Business, Accounting, Finance, Engineering or any major with quantitative focus) with proven record of academic excellence
* Excellent analytical skills, logical and structured thinking, creative in problem solving
* Ability to extract/infer useful information from large sets of unorganized or incomplete data
* Strong organizational skills, including ability to manage multiple tasks concurrently
* Superior interpersonal attributes including communication and soft skills, ability to work in a team, results/performance\-oriented work style
* Ability to summarise complex numerical information for presentations
* Fluent in written and spoken English, fluency in other ASEAN languages (Bahasa Indonesia, Bahasa Malaysia, Vietnamese, Thai or Tagalog) a plus
* High energy, autonomous, get\-it\-done, entrepreneurial mindset—seizing small moments to make them bigger
* Thrives in a fast\-paced, challenging, and unpredictable environment—looking beyond constraints for solutions
* Has the ability to project fun and a sense of achievement into the work that they do and team that they join
* Keenesss to go above and beyond, with integrity and empathy, to create lasting results
* Passionate about quality and objectivity of your work
* Ability to collaborate selflessly \& be a team player

**Your journey at A\&M**


We recognize that our people are the driving force behind our success, which is why we prioritize an employee experience that fosters each person’s unique professional and personal development. Our robust performance development process promotes continuous learning, rewards your contributions, and fosters a culture of meritocracy. With top\-notch training and on\-the\-job learning opportunities, you can acquire new skills and advance your career.  

  

We prioritize your well\-being, providing benefits and resources to support you on your personal journey. Our people consistently highlight the growth opportunities, our unique, entrepreneurial culture, and the fun we have together as their favorite aspects of working at A\&M. The possibilities are endless for high\-performing and passionate professionals.",IT Support,2026-08-05
"Senior Business Analyst - Insurance, Claims (Hybrid)",COVERGO,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=42ac0fdf24f3337a,"**Top 3 reasons to join us**
----------------------------


* Competitive Salary
* Working on the latest tech for the insurtechmarket
* Shaping the future of the insurance industry
**Job description**
-------------------


**About Us**
At CoverGo, our mission is to empower all insurance companies to make insurance 100% digital and accessible to everyone.* We are a leading global no\-code insurance platform for health, life, and P\&C
* We’re the winner of the Insurtech of the Year in all of Asia and other awards globally
* We work with insurance enterprise clients such as AXA, Bupa, MSIG, Dai\-ichi, Bank of China Group Insurance, and many more
* We're an international, diverse team of over 120 people with 30 nationalities and team members working remotely from all over the world
* We are fully funded and backed by reputable VC funds and strategic institutional investors
* We have a global presence in Asia, EMEA and the Americas
* We’ve grown our annualized revenue by over 30x since January 2021
* We’re constantly working towards making CoverGo a workplace that you love coming to. We deeply believe that bringing together a diversity of thoughts, expressions, and perspectives is key to building the best culture for equally diverse communities all over the world

**What You Will Do:*** Work with clients and technical resources to identify their business problems and develop the right approach and analytical solution
* Plan and design simple to semi\-complex business processes and system modifications
* Make recommendations to improve and support business activities
* Gather business requirements through a variety of techniques such as work sessions and interviews then analyze and document client complex business requirements and processes; communicate these requirements to appropriate parties
* Create complex test case scenarios to be used in testing; monitor/oversee the testing of business applications to verify that all client requirements are incorporated into the system design
* Develop business requirements documents/user stories to support the required modifications
* May plan, allocate and monitor work of other business analysts
* Understand simple to complex systems and related data to surface actionable insights, demonstrate sound judgment and decision\-making skills
* Assist in providing time estimates for project related tasks
* Aid in updating process and procedural documentation
* Develop basic understanding of technical development cycle of mobile application or web portals
* Support QA, UAT and Release phases of the project via defect analysis, change maintenance, etc.
* Any other task that may be assigned


**Your skills and experience**
------------------------------


* Minimum 5 years of experience as Business Analyst
* A degree in Business, IT or any relevant field
* Previous experience working in the insurance industry is required (Insurtech or health insurance experience is preferred)
* Health Insurance\-related domain certification from INS/LOMA or III is an added advantage
* Knowledge of business analysis concepts of defining requirements, translating to technical solutions, and Agile approach to prioritizing work to epics, sprints
* Business analysis skills including facilitation, process documentation, requirements gathering and user acceptance testing
* Good organizational/time management skills to prioritize work and meet deadlines within defined timeframes
* Experience in an Agile and/or Scrum environment is a must
* Basic knowledge in generating process documentation, and document system functionality, data integration, and workflow
* Excellent written and verbal communication skills in English
* Currently based in Vietnam


**Why you'll love working here**
--------------------------------


* Flexible Leave
* International Environment
* Competitive renumeration package
* Performance Bonus
* Company activities and events
* Learning and development plan
* Annual Health Check\-up",IT Support,2026-08-05
